status	global_launch_index	phase	decode_step	normalized_kernel_family	semantic_category	exact_implementation	grid	block	duration_ns	validation_rule
PROVISIONAL_PRE_GATE	6520	DECODE	6	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	4,1,1	128,1,1	1344	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6528	DECODE	6	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	1984	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6541	DECODE	6	PYTORCH_FLASH_FWD	ATTENTION_CORE	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)64, (int)64, (int)256, (int)4, (bool)0, (bool)0, cutlass::half_t, pytorch_flash::Flash_kernel_traits<(int)64, (int)64, (int)256, (int)4, cutlass::half_t>>, (int)8, (int)4, (bool)1>(pytorch_flash::Flash_fwd_params)	2,1,1	128,1,1	2816	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6542	DECODE	6	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	224,1,1	32,4,1	4384	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6545	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6548	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	1024	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6551	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2,1,1	128,1,1	1120	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6553	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 5)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	10,1,1	128,1,1	1152	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6565	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2,1,1	128,1,1	1088	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6570	DECODE	6	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1856	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6574	DECODE	6	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1280	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6575	DECODE	6	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1312	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6577	DECODE	6	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1248	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6581	DECODE	6	AT_NATIVE_ELEMENTWISE	COPY_LAYOUT	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3595,1,1	128,1,1	7008	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6584	DECODE	6	PYTORCH_FLASH_FWD	ATTENTION_CORE	void pytorch_flash::flash_fwd_splitkv_combine_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)64, (int)64, (int)256, (int)4, (bool)0, (bool)0, cutlass::half_t, pytorch_flash::Flash_kernel_traits<(int)64, (int)64, (int)256, (int)4, cutlass::half_t>>, (int)8, (int)4, (bool)1>(pytorch_flash::Flash_fwd_params)	2,1,1	128,1,1	2848	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6585	DECODE	6	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	224,1,1	32,4,1	4640	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6601	DECODE	6	AT_NATIVE_UNROLLED_ELEMENTWISE	COPY_LAYOUT	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	2,1,1	128,1,1	2016	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6602	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	2,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6608	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2,1,1	128,1,1	1120	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6611	DECODE	6	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	32,1,1	32,4,1	2944	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6619	DECODE	6	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	1696	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6620	DECODE	6	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1312	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6622	DECODE	6	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	3712	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6624	DECODE	6	AT_NATIVE_ELEMENTWISE	COPY_LAYOUT	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3595,1,1	128,1,1	6976	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6625	DECODE	6	AT_NATIVE_ELEMENTWISE	COPY_LAYOUT	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3595,1,1	128,1,1	6944	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6638	DECODE	6	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	1216,1,1	16,4,1	16096	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6646	DECODE	6	AT_NATIVE_REDUCE	ELEMENTWISE	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	1,1,1	128,1,1	2208	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6648	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6650	DECODE	6	AT_NATIVE_UNROLLED_ELEMENTWISE	COPY_LAYOUT	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	2,1,1	128,1,1	2176	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6651	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2,1,1	128,1,1	1120	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6652	DECODE	6	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	224,1,1	32,4,1	4640	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6654	DECODE	6	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	32,1,1	32,4,1	2912	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6662	DECODE	6	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	1728	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6663	DECODE	6	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1280	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6665	DECODE	6	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	3008	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6676	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6680	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2,1,1	128,1,1	1152	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6687	DECODE	6	AT_NATIVE_UNROLLED_ELEMENTWISE	COPY_LAYOUT	void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)	2,1,1	128,1,1	2016	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6702	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6704	DECODE	6	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::neg_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 8)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	1,1,1	128,1,1	1312	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6705	DECODE	6	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	1696	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6712	DECODE	6	PYTORCH_FLASH_FWD	ATTENTION_CORE	void pytorch_flash::flash_fwd_splitkv_kernel<pytorch_flash::Flash_fwd_kernel_traits<(int)64, (int)64, (int)256, (int)4, (bool)0, (bool)0, cutlass::half_t, pytorch_flash::Flash_kernel_traits<(int)64, (int)64, (int)256, (int)4, cutlass::half_t>>, (bool)0, (bool)0, (bool)0, (bool)0, (bool)1, (bool)1, (bool)0>(pytorch_flash::Flash_fwd_params)	1,9,14	128,1,1	13024	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6714	DECODE	6	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	224,1,1	32,4,1	4448	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6724	DECODE	6	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)6, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	1216,1,1	16,4,1	16320	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6729	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6732	DECODE	6	AT_NATIVE_REDUCE	ELEMENTWISE	void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4>>(T3)	1,1,1	128,1,1	2240	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6734	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6737	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2,1,1	128,1,1	960	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6740	DECODE	6	CUBLAS_GEMV	UNKNOWN	std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __half, __half, __half, float, (bool)0, (bool)1, (bool)1, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	32,1,1	32,4,1	2816	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6744	DECODE	6	AT_NATIVE_ELEMENTWISE	ELEMENTWISE	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	2,1,1	128,1,1	1792	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6752	DECODE	6	COPY_KERNEL	UNKNOWN	void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)	152,2,1	512,1,1	3712	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6753	DECODE	6	AT_NATIVE_ELEMENTWISE	COPY_LAYOUT	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3595,1,1	128,1,1	7008	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6754	DECODE	6	AT_NATIVE_ELEMENTWISE	COPY_LAYOUT	void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)	3595,1,1	128,1,1	7008	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6772	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)	2,1,1	128,1,1	992	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
PROVISIONAL_PRE_GATE	6776	DECODE	6	AT_NATIVE_VECTORIZED_ELEMENTWISE	ELEMENTWISE	void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)	1,1,1	128,1,1	960	HASH_HOLDOUT_NOT_USED_FOR_SELECTION_OR_TUNING
